mes_inicio,provincia_origen,provincia_destino,viajes,viajeros,edicion
2022-10,Chubut,San Juan,29,101,previaje 3
2022-10,Chubut,San Luis,33,50,previaje 3
2022-10,Chubut,Santa Cruz,93,204,previaje 3
2022-10,Chubut,Santa Fe,19,31,previaje 3
2022-10,Chubut,Santiago del Estero,14,28,previaje 3
2022-10,Chubut,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",96,169,previaje 3
2022-10,Chubut,Tucumán,20,28,previaje 3
2022-10,Ciudad Autónoma de Buenos Aires,Buenos Aires,4484,10586,previaje 3
2022-10,Ciudad Autónoma de Buenos Aires,Catamarca,465,866,previaje 3
2022-10,Ciudad Autónoma de Buenos Aires,Chaco,111,158,previaje 3
2022-10,Ciudad Autónoma de Buenos Aires,Chubut,2686,6015,previaje 3
2022-10,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,572,1142,previaje 3
2022-10,Ciudad Autónoma de Buenos Aires,Córdoba,2128,4366,previaje 3
2022-10,Ciudad Autónoma de Buenos Aires,Corrientes,414,806,previaje 3
2022-10,Ciudad Autónoma de Buenos Aires,Entre Ríos,969,2386,previaje 3
2022-10,Ciudad Autónoma de Buenos Aires,Formosa,50,81,previaje 3
2022-10,Ciudad Autónoma de Buenos Aires,Jujuy,1825,3907,previaje 3
2022-10,Ciudad Autónoma de Buenos Aires,La Pampa,59,101,previaje 3
2022-10,Ciudad Autónoma de Buenos Aires,La Rioja,403,792,previaje 3
2022-10,Ciudad Autónoma de Buenos Aires,Mendoza,3162,6535,previaje 3
2022-10,Ciudad Autónoma de Buenos Aires,Misiones,3618,9140,previaje 3
2022-10,Ciudad Autónoma de Buenos Aires,Neuquén,1307,2628,previaje 3
2022-10,Ciudad Autónoma de Buenos Aires,Río Negro,3339,7226,previaje 3
2022-10,Ciudad Autónoma de Buenos Aires,Salta,3194,7073,previaje 3
2022-10,Ciudad Autónoma de Buenos Aires,San Juan,421,884,previaje 3
2022-10,Ciudad Autónoma de Buenos Aires,San Luis,476,1047,previaje 3
2022-10,Ciudad Autónoma de Buenos Aires,Santa Cruz,2764,5782,previaje 3
2022-10,Ciudad Autónoma de Buenos Aires,Santa Fe,376,722,previaje 3
2022-10,Ciudad Autónoma de Buenos Aires,Santiago del Estero,384,737,previaje 3
2022-10,Ciudad Autónoma de Buenos Aires,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",2163,4480,previaje 3
2022-10,Ciudad Autónoma de Buenos Aires,Tucumán,754,1359,previaje 3
2022-10,Córdoba,Buenos Aires,1042,2162,previaje 3
2022-10,Córdoba,Catamarca,222,346,previaje 3
2022-10,Córdoba,Chaco,23,34,previaje 3
2022-10,Córdoba,Chubut,1834,4466,previaje 3
2022-10,Córdoba,Ciudad Autónoma de Buenos Aires,3305,6374,previaje 3
2022-10,Córdoba,Córdoba,1578,4703,previaje 3
2022-10,Córdoba,Corrientes,122,237,previaje 3
2022-10,Córdoba,Entre Ríos,183,488,previaje 3
2022-10,Córdoba,Formosa,10,13,previaje 3
2022-10,Córdoba,Jujuy,438,852,previaje 3
2022-10,Córdoba,La Pampa,21,45,previaje 3
2022-10,Córdoba,La Rioja,259,534,previaje 3
2022-10,Córdoba,Mendoza,1180,2886,previaje 3
2022-10,Córdoba,Misiones,1189,3036,previaje 3
2022-10,Córdoba,Neuquén,421,935,previaje 3
2022-10,Córdoba,Río Negro,1812,4517,previaje 3
2022-10,Córdoba,Salta,965,1879,previaje 3
2022-10,Córdoba,San Juan,92,197,previaje 3
2022-10,Córdoba,San Luis,303,1166,previaje 3
2022-10,Córdoba,Santa Cruz,1284,2653,previaje 3
2022-10,Córdoba,Santa Fe,124,239,previaje 3
2022-10,Córdoba,Santiago del Estero,483,1022,previaje 3
2022-10,Córdoba,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",1009,2001,previaje 3
2022-10,Córdoba,Tucumán,170,353,previaje 3
2022-10,Corrientes,Buenos Aires,130,279,previaje 3
2022-10,Corrientes,Catamarca,7,14,previaje 3
2022-10,Corrientes,Chaco,4,8,previaje 3
2022-10,Corrientes,Chubut,55,98,previaje 3
2022-10,Corrientes,Ciudad Autónoma de Buenos Aires,414,698,previaje 3
2022-10,Corrientes,Córdoba,88,234,previaje 3
2022-10,Corrientes,Corrientes,66,152,previaje 3
2022-10,Corrientes,Entre Ríos,23,63,previaje 3
2022-10,Corrientes,Jujuy,29,79,previaje 3
2022-10,Corrientes,La Pampa,2,8,previaje 3
2022-10,Corrientes,La Rioja,9,12,previaje 3
2022-10,Corrientes,Mendoza,61,138,previaje 3
2022-10,Corrientes,Misiones,35,81,previaje 3
2022-10,Corrientes,Neuquén,24,47,previaje 3
2022-10,Corrientes,Río Negro,69,168,previaje 3
2022-10,Corrientes,Salta,65,146,previaje 3
2022-10,Corrientes,San Juan,6,19,previaje 3
2022-10,Corrientes,San Luis,24,25,previaje 3
2022-10,Corrientes,Santa Cruz,35,56,previaje 3
2022-10,Corrientes,Santa Fe,14,27,previaje 3
2022-10,Corrientes,Santiago del Estero,6,9,previaje 3
2022-10,Corrientes,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",95,312,previaje 3
2022-10,Corrientes,Tucumán,3,5,previaje 3
2022-10,Entre Ríos,Buenos Aires,100,258,previaje 3
2022-10,Entre Ríos,Catamarca,37,71,previaje 3
2022-10,Entre Ríos,Chaco,1,2,previaje 3
2022-10,Entre Ríos,Chubut,311,820,previaje 3
2022-10,Entre Ríos,Ciudad Autónoma de Buenos Aires,239,572,previaje 3
2022-10,Entre Ríos,Córdoba,220,745,previaje 3
2022-10,Entre Ríos,Corrientes,25,58,previaje 3
2022-10,Entre Ríos,Entre Ríos,137,408,previaje 3
2022-10,Entre Ríos,Jujuy,151,414,previaje 3
2022-10,Entre Ríos,La Pampa,17,38,previaje 3
2022-10,Entre Ríos,La Rioja,89,233,previaje 3
2022-10,Entre Ríos,Mendoza,164,403,previaje 3
2022-10,Entre Ríos,Misiones,203,510,previaje 3
2022-10,Entre Ríos,Neuquén,102,413,previaje 3
2022-10,Entre Ríos,Río Negro,289,846,previaje 3
2022-10,Entre Ríos,Salta,329,1141,previaje 3
2022-10,Entre Ríos,San Juan,25,62,previaje 3
2022-10,Entre Ríos,San Luis,47,105,previaje 3
2022-10,Entre Ríos,Santa Cruz,316,735,previaje 3
2022-10,Entre Ríos,Santa Fe,43,94,previaje 3
2022-10,Entre Ríos,Santiago del Estero,114,406,previaje 3
2022-10,Entre Ríos,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",388,1286,previaje 3
2022-10,Entre Ríos,Tucumán,44,116,previaje 3
2022-10,Formosa,Buenos Aires,28,55,previaje 3
2022-10,Formosa,Chaco,1,4,previaje 3
2022-10,Formosa,Chubut,6,14,previaje 3
2022-10,Formosa,Ciudad Autónoma de Buenos Aires,61,101,previaje 3
2022-10,Formosa,Córdoba,9,16,previaje 3
2022-10,Formosa,Corrientes,9,28,previaje 3
2022-10,Formosa,Entre Ríos,1,4,previaje 3
2022-10,Formosa,Formosa,4,7,previaje 3
2022-10,Formosa,Jujuy,1,2,previaje 3
2022-10,Formosa,La Pampa,1,4,previaje 3
2022-10,Formosa,Mendoza,10,12,previaje 3
2022-10,Formosa,Misiones,4,4,previaje 3
2022-10,Formosa,Neuquén,9,14,previaje 3
2022-10,Formosa,Río Negro,3,12,previaje 3
2022-10,Formosa,Salta,2,6,previaje 3
2022-10,Formosa,San Luis,1,2,previaje 3
2022-10,Formosa,Santa Cruz,14,31,previaje 3
2022-10,Formosa,Santa Fe,3,5,previaje 3
2022-10,Formosa,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",8,18,previaje 3
2022-10,Formosa,Tucumán,1,3,previaje 3
2022-10,Jujuy,Buenos Aires,123,213,previaje 3
2022-10,Jujuy,Catamarca,6,21,previaje 3
2022-10,Jujuy,Chaco,2,3,previaje 3
2022-10,Jujuy,Chubut,17,33,previaje 3
2022-10,Jujuy,Ciudad Autónoma de Buenos Aires,268,458,previaje 3
2022-10,Jujuy,Córdoba,93,154,previaje 3
2022-10,Jujuy,Corrientes,5,16,previaje 3
2022-10,Jujuy,Entre Ríos,2,2,previaje 3
2022-10,Jujuy,Jujuy,89,201,previaje 3
2022-10,Jujuy,La Rioja,1,1,previaje 3
2022-10,Jujuy,Mendoza,15,51,previaje 3
2022-10,Jujuy,Misiones,51,83,previaje 3
2022-10,Jujuy,Neuquén,4,9,previaje 3
2022-10,Jujuy,Río Negro,23,45,previaje 3
2022-10,Jujuy,Salta,75,168,previaje 3
2022-10,Jujuy,San Juan,4,6,previaje 3
2022-10,Jujuy,San Luis,3,5,previaje 3
2022-10,Jujuy,Santa Cruz,20,39,previaje 3
2022-10,Jujuy,Santa Fe,5,5,previaje 3
2022-10,Jujuy,Santiago del Estero,12,32,previaje 3
2022-10,Jujuy,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",18,32,previaje 3
2022-10,Jujuy,Tucumán,24,51,previaje 3
2022-10,La Pampa,Buenos Aires,51,185,previaje 3
2022-10,La Pampa,Catamarca,22,51,previaje 3
2022-10,La Pampa,Chubut,177,487,previaje 3
2022-10,La Pampa,Ciudad Autónoma de Buenos Aires,135,277,previaje 3
2022-10,La Pampa,Córdoba,63,140,previaje 3
2022-10,La Pampa,Corrientes,9,58,previaje 3
2022-10,La Pampa,Entre Ríos,15,24,previaje 3
2022-10,La Pampa,Jujuy,47,74,previaje 3
2022-10,La Pampa,La Pampa,21,102,previaje 3
2022-10,La Pampa,La Rioja,35,74,previaje 3
2022-10,La Pampa,Mendoza,32,65,previaje 3
2022-10,La Pampa,Misiones,127,1076,previaje 3
2022-10,La Pampa,Neuquén,37,75,previaje 3
2022-10,La Pampa,Río Negro,96,168,previaje 3
2022-10,La Pampa,Salta,86,144,previaje 3
2022-10,La Pampa,San Juan,10,60,previaje 3
2022-10,La Pampa,San Luis,22,47,previaje 3
2022-10,La Pampa,Santa Cruz,86,152,previaje 3
2022-10,La Pampa,Santa Fe,4,12,previaje 3
2022-10,La Pampa,Santiago del Estero,11,17,previaje 3
2022-10,La Pampa,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",52,83,previaje 3
2022-10,La Pampa,Tucumán,17,44,previaje 3
2022-10,La Rioja,Buenos Aires,50,87,previaje 3
2022-10,La Rioja,Catamarca,21,44,previaje 3
2022-10,La Rioja,Chubut,6,11,previaje 3
2022-10,La Rioja,Ciudad Autónoma de Buenos Aires,120,202,previaje 3
2022-10,La Rioja,Córdoba,33,61,previaje 3
2022-10,La Rioja,Entre Ríos,2,6,previaje 3
2022-10,La Rioja,Jujuy,2,2,previaje 3
2022-10,La Rioja,La Rioja,28,60,previaje 3
2022-10,La Rioja,Mendoza,12,22,previaje 3
2022-10,La Rioja,Misiones,22,87,previaje 3
2022-10,La Rioja,Neuquén,2,3,previaje 3
2022-10,La Rioja,Río Negro,12,23,previaje 3
2022-10,La Rioja,Salta,6,16,previaje 3
2022-10,La Rioja,San Juan,12,27,previaje 3
2022-10,La Rioja,San Luis,1,2,previaje 3
2022-10,La Rioja,Santa Cruz,10,21,previaje 3
2022-10,La Rioja,Santa Fe,3,3,previaje 3
2022-10,La Rioja,Santiago del Estero,4,10,previaje 3
2022-10,La Rioja,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",9,16,previaje 3
2022-10,La Rioja,Tucumán,2,4,previaje 3
2022-10,Mendoza,Buenos Aires,1097,2788,previaje 3
2022-10,Mendoza,Catamarca,26,56,previaje 3
2022-10,Mendoza,Chaco,6,7,previaje 3
2022-10,Mendoza,Chubut,515,1086,previaje 3
2022-10,Mendoza,Ciudad Autónoma de Buenos Aires,2277,4683,previaje 3
2022-10,Mendoza,Córdoba,411,1029,previaje 3
2022-10,Mendoza,Corrientes,32,71,previaje 3
2022-10,Mendoza,Entre Ríos,67,103,previaje 3
2022-10,Mendoza,Formosa,16,16,previaje 3
2022-10,Mendoza,Jujuy,93,256,previaje 3
2022-10,Mendoza,La Pampa,9,25,previaje 3
2022-10,Mendoza,La Rioja,36,165,previaje 3
2022-10,Mendoza,Mendoza,486,1144,previaje 3
2022-10,Mendoza,Misiones,540,1080,previaje 3
2022-10,Mendoza,Neuquén,190,387,previaje 3
2022-10,Mendoza,Río Negro,509,1658,previaje 3
2022-10,Mendoza,Salta,539,1136,previaje 3
2022-10,Mendoza,San Juan,28,103,previaje 3
2022-10,Mendoza,San Luis,279,758,previaje 3
2022-10,Mendoza,Santa Cruz,217,477,previaje 3
2022-10,Mendoza,Santa Fe,52,86,previaje 3
2022-10,Mendoza,Santiago del Estero,66,184,previaje 3
2022-10,Mendoza,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",196,343,previaje 3
2022-10,Mendoza,Tucumán,47,108,previaje 3
2022-10,Misiones,Buenos Aires,128,234,previaje 3
2022-10,Misiones,Catamarca,10,34,previaje 3
2022-10,Misiones,Chaco,2,3,previaje 3
2022-10,Misiones,Chubut,128,175,previaje 3
2022-10,Misiones,Ciudad Autónoma de Buenos Aires,334,600,previaje 3
2022-10,Misiones,Córdoba,373,852,previaje 3
2022-10,Misiones,Corrientes,39,79,previaje 3
2022-10,Misiones,Entre Ríos,51,90,previaje 3
2022-10,Misiones,Jujuy,20,40,previaje 3
2022-10,Misiones,La Pampa,9,22,previaje 3
2022-10,Misiones,La Rioja,10,36,previaje 3
2022-10,Misiones,Mendoza,49,110,previaje 3
2022-10,Misiones,Misiones,118,328,previaje 3
2022-10,Misiones,Neuquén,36,53,previaje 3
2022-10,Misiones,Río Negro,188,275,previaje 3
2022-10,Misiones,Salta,86,187,previaje 3
2022-10,Misiones,San Juan,14,38,previaje 3
2022-10,Misiones,San Luis,32,71,previaje 3
2022-10,Misiones,Santa Cruz,80,117,previaje 3
2022-10,Misiones,Santa Fe,19,32,previaje 3
2022-10,Misiones,Santiago del Estero,1,4,previaje 3
2022-10,Misiones,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",159,204,previaje 3
2022-10,Misiones,Tucumán,36,56,previaje 3
2022-10,Neuquén,Buenos Aires,325,619,previaje 3
2022-10,Neuquén,Catamarca,4,6,previaje 3
2022-10,Neuquén,Chaco,5,9,previaje 3
2022-10,Neuquén,Chubut,136,452,previaje 3
2022-10,Neuquén,Ciudad Autónoma de Buenos Aires,760,1369,previaje 3
2022-10,Neuquén,Córdoba,174,285,previaje 3
2022-10,Neuquén,Corrientes,56,165,previaje 3
2022-10,Neuquén,Entre Ríos,24,96,previaje 3
2022-10,Neuquén,Formosa,2,5,previaje 3
2022-10,Neuquén,Jujuy,98,177,previaje 3
2022-10,Neuquén,La Pampa,1,6,previaje 3
2022-10,Neuquén,La Rioja,4,14,previaje 3
2022-10,Neuquén,Mendoza,97,226,previaje 3
2022-10,Neuquén,Misiones,145,325,previaje 3
2022-10,Neuquén,Neuquén,197,447,previaje 3
2022-10,Neuquén,Río Negro,175,476,previaje 3
2022-10,Neuquén,Salta,342,613,previaje 3
2022-10,Neuquén,San Juan,7,19,previaje 3
2022-10,Neuquén,San Luis,11,26,previaje 3
2022-10,Neuquén,Santa Cruz,61,282,previaje 3
2022-10,Neuquén,Santa Fe,34,55,previaje 3
2022-10,Neuquén,Santiago del Estero,15,50,previaje 3
2022-10,Neuquén,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",48,171,previaje 3
2022-10,Neuquén,Tucumán,23,44,previaje 3
2022-10,Río Negro,Buenos Aires,474,850,previaje 3
2022-10,Río Negro,Catamarca,14,24,previaje 3
2022-10,Río Negro,Chaco,8,17,previaje 3
2022-10,Río Negro,Chubut,247,840,previaje 3
2022-10,Río Negro,Ciudad Autónoma de Buenos Aires,750,1278,previaje 3
2022-10,Río Negro,Córdoba,220,463,previaje 3
2022-10,Río Negro,Corrientes,30,45,previaje 3
2022-10,Río Negro,Entre Ríos,43,59,previaje 3
2022-10,Río Negro,Jujuy,53,138,previaje 3
2022-10,Río Negro,La Pampa,8,18,previaje 3
2022-10,Río Negro,La Rioja,15,25,previaje 3
2022-10,Río Negro,Mendoza,137,316,previaje 3
2022-10,Río Negro,Misiones,155,356,previaje 3
2022-10,Río Negro,Neuquén,188,503,previaje 3
2022-10,Río Negro,Río Negro,294,702,previaje 3
2022-10,Río Negro,Salta,166,345,previaje 3
2022-10,Río Negro,San Juan,13,20,previaje 3
2022-10,Río Negro,San Luis,46,180,previaje 3
2022-10,Río Negro,Santa Cruz,72,277,previaje 3
2022-10,Río Negro,Santa Fe,29,88,previaje 3
2022-10,Río Negro,Santiago del Estero,55,125,previaje 3
2022-10,Río Negro,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",29,56,previaje 3
2022-10,Río Negro,Tucumán,34,66,previaje 3
2022-10,Salta,Buenos Aires,329,583,previaje 3
2022-10,Salta,Catamarca,19,44,previaje 3
2022-10,Salta,Chaco,7,8,previaje 3
2022-10,Salta,Chubut,37,63,previaje 3
2022-10,Salta,Ciudad Autónoma de Buenos Aires,725,1304,previaje 3
2022-10,Salta,Córdoba,237,715,previaje 3
2022-10,Salta,Corrientes,8,27,previaje 3
2022-10,Salta,Formosa,2,5,previaje 3
2022-10,Salta,Jujuy,170,364,previaje 3
2022-10,Salta,La Pampa,2,5,previaje 3
2022-10,Salta,La Rioja,6,13,previaje 3
2022-10,Salta,Mendoza,109,270,previaje 3
2022-10,Salta,Misiones,89,241,previaje 3
2022-10,Salta,Neuquén,55,93,previaje 3
2022-10,Salta,Río Negro,115,247,previaje 3
2022-10,Salta,Salta,264,556,previaje 3
2022-10,Salta,San Juan,4,8,previaje 3
2022-10,Salta,San Luis,21,22,previaje 3
2022-10,Salta,Santa Cruz,60,105,previaje 3
2022-10,Salta,Santa Fe,24,58,previaje 3
2022-10,Salta,Santiago del Estero,26,59,previaje 3
2022-10,Salta,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",55,92,previaje 3
2022-10,Salta,Tucumán,50,95,previaje 3
2022-10,San Juan,Buenos Aires,236,453,previaje 3
2022-10,San Juan,Catamarca,10,21,previaje 3
2022-10,San Juan,Chaco,2,2,previaje 3
2022-10,San Juan,Chubut,74,156,previaje 3
2022-10,San Juan,Ciudad Autónoma de Buenos Aires,585,1162,previaje 3
2022-10,San Juan,Córdoba,152,373,previaje 3
2022-10,San Juan,Entre Ríos,22,29,previaje 3
2022-10,San Juan,Jujuy,5,8,previaje 3
2022-10,San Juan,La Pampa,4,13,previaje 3
2022-10,San Juan,La Rioja,26,49,previaje 3
2022-10,San Juan,Mendoza,59,164,previaje 3
2022-10,San Juan,Misiones,94,160,previaje 3
2022-10,San Juan,Neuquén,26,83,previaje 3
2022-10,San Juan,Río Negro,87,230,previaje 3
2022-10,San Juan,Salta,48,64,previaje 3
2022-10,San Juan,San Juan,51,153,previaje 3
2022-10,San Juan,San Luis,55,119,previaje 3
2022-10,San Juan,Santa Cruz,57,100,previaje 3
2022-10,San Juan,Santa Fe,13,17,previaje 3
2022-10,San Juan,Santiago del Estero,25,44,previaje 3
2022-10,San Juan,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",36,68,previaje 3
2022-10,San Juan,Tucumán,4,8,previaje 3
2022-10,San Luis,Buenos Aires,100,186,previaje 3
2022-10,San Luis,Catamarca,10,17,previaje 3
2022-10,San Luis,Chaco,3,5,previaje 3
2022-10,San Luis,Chubut,81,120,previaje 3
2022-10,San Luis,Ciudad Autónoma de Buenos Aires,265,534,previaje 3
2022-10,San Luis,Córdoba,52,134,previaje 3
2022-10,San Luis,Corrientes,2,2,previaje 3
2022-10,San Luis,Entre Ríos,12,20,previaje 3
2022-10,San Luis,Formosa,2,5,previaje 3
2022-10,San Luis,Jujuy,23,37,previaje 3
2022-10,San Luis,La Pampa,1,2,previaje 3
2022-10,San Luis,La Rioja,56,65,previaje 3
2022-10,San Luis,Mendoza,31,73,previaje 3
2022-10,San Luis,Misiones,43,81,previaje 3
2022-10,San Luis,Neuquén,14,32,previaje 3
2022-10,San Luis,Río Negro,29,62,previaje 3
2022-10,San Luis,Salta,85,177,previaje 3
2022-10,San Luis,San Juan,8,22,previaje 3
2022-10,San Luis,San Luis,61,127,previaje 3
2022-10,San Luis,Santa Cruz,35,70,previaje 3
2022-10,San Luis,Santa Fe,18,45,previaje 3
2022-10,San Luis,Santiago del Estero,4,6,previaje 3
2022-10,San Luis,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",27,43,previaje 3
2022-10,San Luis,Tucumán,4,8,previaje 3
2022-10,Santa Cruz,Buenos Aires,124,200,previaje 3
2022-10,Santa Cruz,Catamarca,6,18,previaje 3
2022-10,Santa Cruz,Chaco,6,10,previaje 3
2022-10,Santa Cruz,Chubut,41,125,previaje 3
2022-10,Santa Cruz,Ciudad Autónoma de Buenos Aires,288,466,previaje 3
2022-10,Santa Cruz,Córdoba,76,150,previaje 3
2022-10,Santa Cruz,Corrientes,9,19,previaje 3
2022-10,Santa Cruz,Entre Ríos,11,29,previaje 3
2022-10,Santa Cruz,Formosa,8,13,previaje 3
2022-10,Santa Cruz,Jujuy,8,11,previaje 3
2022-10,Santa Cruz,La Pampa,2,3,previaje 3
2022-10,Santa Cruz,La Rioja,5,14,previaje 3
2022-10,Santa Cruz,Mendoza,26,49,previaje 3
2022-10,Santa Cruz,Misiones,12,21,previaje 3
2022-10,Santa Cruz,Neuquén,6,7,previaje 3
2022-10,Santa Cruz,Río Negro,14,30,previaje 3
2022-10,Santa Cruz,Salta,31,46,previaje 3
2022-10,Santa Cruz,San Juan,5,8,previaje 3
2022-10,Santa Cruz,Santa Cruz,192,382,previaje 3
2022-10,Santa Cruz,Santa Fe,11,20,previaje 3
2022-10,Santa Cruz,Santiago del Estero,11,16,previaje 3
2022-10,Santa Cruz,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",113,274,previaje 3
2022-10,Santa Cruz,Tucumán,5,7,previaje 3
2022-10,Santa Fe,Buenos Aires,687,1570,previaje 3
2022-10,Santa Fe,Catamarca,507,905,previaje 3
2022-10,Santa Fe,Chaco,11,23,previaje 3
2022-10,Santa Fe,Chubut,1643,3237,previaje 3
2022-10,Santa Fe,Ciudad Autónoma de Buenos Aires,1145,2588,previaje 3
2022-10,Santa Fe,Córdoba,1527,4021,previaje 3
2022-10,Santa Fe,Corrientes,111,315,previaje 3
2022-10,Santa Fe,Entre Ríos,320,877,previaje 3
2022-10,Santa Fe,Formosa,8,14,previaje 3
2022-10,Santa Fe,Jujuy,535,1217,previaje 3
2022-10,Santa Fe,La Pampa,33,85,previaje 3
2022-10,Santa Fe,La Rioja,374,668,previaje 3
2022-10,Santa Fe,Mendoza,1369,3085,previaje 3
2022-10,Santa Fe,Misiones,904,2348,previaje 3
2022-10,Santa Fe,Neuquén,512,1256,previaje 3
2022-10,Santa Fe,Río Negro,1713,3626,previaje 3
2022-10,Santa Fe,Salta,1433,3193,previaje 3
2022-10,Santa Fe,San Juan,163,290,previaje 3
2022-10,Santa Fe,San Luis,427,1038,previaje 3
2022-10,Santa Fe,Santa Cruz,1459,2855,previaje 3
2022-10,Santa Fe,Santa Fe,242,786,previaje 3
2022-10,Santa Fe,Santiago del Estero,188,372,previaje 3
2022-10,Santa Fe,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",1180,2198,previaje 3
2022-10,Santa Fe,Tucumán,296,630,previaje 3
2022-10,Santiago del Estero,Buenos Aires,99,198,previaje 3
2022-10,Santiago del Estero,Catamarca,4,7,previaje 3
2022-10,Santiago del Estero,Chubut,31,43,previaje 3
2022-10,Santiago del Estero,Ciudad Autónoma de Buenos Aires,217,409,previaje 3
2022-10,Santiago del Estero,Córdoba,46,109,previaje 3
2022-10,Santiago del Estero,Corrientes,9,12,previaje 3
2022-10,Santiago del Estero,Entre Ríos,1,2,previaje 3
2022-10,Santiago del Estero,Jujuy,17,35,previaje 3
2022-10,Santiago del Estero,La Rioja,14,34,previaje 3
2022-10,Santiago del Estero,Mendoza,46,83,previaje 3
2022-10,Santiago del Estero,Misiones,15,26,previaje 3
2022-10,Santiago del Estero,Neuquén,9,18,previaje 3
2022-10,Santiago del Estero,Río Negro,29,54,previaje 3
2022-10,Santiago del Estero,Salta,21,44,previaje 3
2022-10,Santiago del Estero,San Luis,12,25,previaje 3
2022-10,Santiago del Estero,Santa Cruz,34,61,previaje 3
2022-10,Santiago del Estero,Santa Fe,3,4,previaje 3
2022-10,Santiago del Estero,Santiago del Estero,40,189,previaje 3
2022-10,Santiago del Estero,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",44,56,previaje 3
2022-10,Santiago del Estero,Tucumán,23,62,previaje 3
2022-10,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Buenos Aires,257,383,previaje 3
2022-10,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Catamarca,7,11,previaje 3
2022-10,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Chaco,9,13,previaje 3
2022-10,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Chubut,47,113,previaje 3
2022-10,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Ciudad Autónoma de Buenos Aires,490,757,previaje 3
2022-10,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Córdoba,106,159,previaje 3
2022-10,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Corrientes,15,30,previaje 3
2022-10,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Entre Ríos,13,20,previaje 3
2022-10,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Formosa,6,8,previaje 3
2022-10,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Jujuy,34,57,previaje 3
2022-10,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",La Pampa,2,4,previaje 3
2022-10,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",La Rioja,2,7,previaje 3
2022-10,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Mendoza,47,104,previaje 3
2022-10,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Misiones,36,70,previaje 3
2022-10,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Neuquén,13,19,previaje 3
2022-10,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Río Negro,15,29,previaje 3
2022-10,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Salta,35,64,previaje 3
2022-10,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",San Juan,19,26,previaje 3
2022-10,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",San Luis,8,16,previaje 3
2022-10,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Santa Cruz,104,269,previaje 3
2022-10,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Santa Fe,28,43,previaje 3
2022-10,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Santiago del Estero,7,11,previaje 3
2022-10,"Tierra del Fuego, Antártida e Islas del Atlántico Sur","Tierra del Fuego, Antártida e Islas del Atlántico Sur",112,261,previaje 3
2022-10,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Tucumán,12,25,previaje 3
2022-10,Tucumán,Buenos Aires,763,1367,previaje 3
2022-10,Tucumán,Catamarca,16,25,previaje 3
2022-10,Tucumán,Chaco,7,11,previaje 3
2022-10,Tucumán,Chubut,64,111,previaje 3
2022-10,Tucumán,Ciudad Autónoma de Buenos Aires,1395,2673,previaje 3
2022-10,Tucumán,Córdoba,407,986,previaje 3
2022-10,Tucumán,Corrientes,4,9,previaje 3
2022-10,Tucumán,Entre Ríos,52,188,previaje 3
2022-10,Tucumán,Jujuy,73,145,previaje 3
2022-10,Tucumán,La Pampa,1,2,previaje 3
2022-10,Tucumán,La Rioja,9,17,previaje 3
2022-10,Tucumán,Mendoza,144,249,previaje 3
2022-10,Tucumán,Misiones,206,493,previaje 3
